SK_ID_CURR;app_IS_MASCULIN;app_DAYS_BIRTH;app_DAYS_EMPLOYED;app_DAYS_ID_PUBLISH;app_REGION_RATING_CLIENT;app_REG_CITY_NOT_WORK_CITY;app_EXT_SOURCE_1;app_EXT_SOURCE_2;app_EXT_SOURCE_3;app_DAYS_LAST_PHONE_CHANGE;app_NAME_INCOME_TYPE_Working;app_NAME_EDUCATION_TYPE_Higher education;pol_EXT_SOURCE_1 EXT_SOURCE_2;pol_EXT_SOURCE_1 EXT_SOURCE_3;pol_EXT_SOURCE_2 EXT_SOURCE_3;pol_EXT_SOURCE_2 DAYS_BIRTH;pol_EXT_SOURCE_3 DAYS_BIRTH;pol_EXT_SOURCE_1 EXT_SOURCE_2 EXT_SOURCE_3;pol_EXT_SOURCE_1 EXT_SOURCE_2 DAYS_BIRTH;pol_EXT_SOURCE_1 EXT_SOURCE_3 DAYS_BIRTH;pol_EXT_SOURCE_2 EXT_SOURCE_3 DAYS_BIRTH;agg_client_bureau_CREDIT_TYPE_Microloan_sum_nunique;agg_client_bureau_CREDIT_TYPE_Microloan_sum_var;agg_client_bureau_CREDIT_ACTIVE_Active_sum_mean;agg_client_bureau_CREDIT_ACTIVE_Active_sum_sum;agg_client_bureau_DAYS_CREDIT_mean_mean;agg_client_bureau_DAYS_CREDIT_mean_min;agg_client_bureau_DAYS_CREDIT_ENDDATE_count_nunique;agg_client_bureau_DAYS_CREDIT_ENDDATE_count_mean;agg_client_bureau_DAYS_CREDIT_ENDDATE_count_var;agg_client_bureau_DAYS_ENDDATE_FACT_mean_mean;agg_client_bureau_DAYS_ENDDATE_FACT_mean_min;agg_client_bureau_DAYS_ENDDATE_FACT_sum_mean;agg_client_bureau_DAYS_ENDDATE_FACT_sum_var;agg_client_bureau_AMT_CREDIT_SUM_DEBT_mean_nunique;agg_client_bureau_DAYS_CREDIT_UPDATE_mean_mean;agg_client_bureau_DAYS_CREDIT_UPDATE_mean_min;agg_client_bureau_balance_bureau_balance_MONTHS_BALANCE_count_mean_mean;agg_client_bureau_balance_bureau_balance_MONTHS_BALANCE_count_mean_max;agg_client_bureau_balance_bureau_balance_MONTHS_BALANCE_mean_mean_min;agg_client_bureau_balance_bureau_balance_MONTHS_BALANCE_sum_mean_sum;agg_client_bureau_balance_bureau_balance_STATUS_1_mean_mean_mean;agg_client_bureau_balance_bureau_balance_STATUS_1_mean_mean_max;agg_client_bureau_balance_bureau_balance_STATUS_1_mean_mean_sum;agg_client_bureau_balance_bureau_balance_STATUS_C_mean_mean_mean;agg_client_bureau_balance_bureau_balance_STATUS_C_sum_mean_mean;agg_client_bureau_balance_bureau_balance_STATUS_C_sum_mean_max;agg_client_cash_MONTHS_BALANCE_mean_min;agg_client_credit_NAME_CONTRACT_STATUS_Approved_mean_count;agg_client_credit_MONTHS_BALANCE_max_sum;agg_client_credit_AMT_BALANCE_mean_mean;agg_client_credit_AMT_BALANCE_max_mean;agg_client_credit_AMT_BALANCE_min_mean;agg_client_credit_AMT_CREDIT_LIMIT_ACTUAL_max_sum;agg_client_credit_AMT_CREDIT_LIMIT_ACTUAL_sum_sum;agg_client_credit_AMT_DRAWINGS_ATM_CURRENT_mean_nunique;agg_client_credit_AMT_DRAWINGS_CURRENT_mean_mean;agg_client_credit_AMT_DRAWINGS_CURRENT_max_mean;agg_client_credit_AMT_INST_MIN_REGULARITY_nunique_mean;agg_client_credit_CNT_DRAWINGS_ATM_CURRENT_nunique_mean;agg_client_credit_CNT_DRAWINGS_ATM_CURRENT_mean_sum;agg_client_credit_CNT_DRAWINGS_CURRENT_nunique_mean;agg_client_credit_CNT_DRAWINGS_CURRENT_mean_mean;agg_client_credit_CNT_DRAWINGS_CURRENT_mean_sum;agg_client_credit_CNT_DRAWINGS_CURRENT_max_mean;agg_client_credit_CNT_DRAWINGS_CURRENT_var_mean;agg_client_credit_CNT_DRAWINGS_OTHER_CURRENT_nunique_mean;agg_client_credit_CNT_DRAWINGS_POS_CURRENT_nunique_mean;agg_client_installments_AMT_PAYMENT_min_sum;TARGET
113529.0;1.0;-21170.0;-1281.0;-4080.0;2.0;0.0;0.5059979305057544;0.2625207705829425;0.7449321846094795;-1565.0;1.0;1.0;0.1328349666297448;0.3769341437795272;0.1955601711357153;-5557.564713240892;-15770.21434818268;0.0989530418840231;-2812.1162435516976;-7979.695823812591;-4140.008822943093;1.0;0.0;1.0;1.0;-1724.0;-1724.0;1.0;1.0;0.0;-928.4000244140624;-1452.0;0.0;334119.1875;1.0;-5.0;-5.0;57.0;57.0;-28.0;-1596.0;0.0;0.0;0.0;0.0;0.0;0.0;-49.0;11.0;-22.0;27862.44921875;164822.984375;0.0;1980000.0;21780000.0;1.0;30272.7265625;119250.0;6.0;4.0;9.0;4.0;0.8181818181818182;9.0;4.0;1.563636363636364;1.0;1.0;259800.890625;0
114565.0;0.0;-15922.0;-850.0;-4761.0;3.0;0.0;0.5416353085093673;0.1908664496925473;0.1368005219117748;-287.0;0.0;0.0;0.1033800083633104;0.0740959928899266;0.0261106299333879;-3038.9756120047377;-2178.1379098792786;0.0141424390993445;-1646.0164931606294;-1179.756398793411;-415.73344979940345;1.0;0.0;0.8333333333333334;5.0;-255.3333333333333;-591.0;2.0;0.8333333333333334;0.1666666666666666;-226.0;-226.0;-37.66666793823242;8512.6669921875;6.0;-50.33333206176758;-224.0;4.333333333333333;6.0;-17.0;-199.0;0.0333333333333333;0.2;0.2;0.0;0.0;0.0;-5.0;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;124257.1484375;0
115926.0;0.0;-11004.0;-1570.0;-1502.0;2.0;0.0;0.5059979305057544;0.6308925062674813;0.5316861425197883;-1038.0;1.0;0.0;0.3192303025429342;0.2690320877936004;0.3354368030019984;-6942.341138967364;-5850.674312287751;0.1697303281344776;-3512.810249182448;-2960.42909408078;-3691.1465802339912;1.0;0.0;0.4615384615384615;6.0;-769.3076923076923;-2724.0;2.0;0.9230769230769232;0.0769230769230769;-720.8571166992188;-2478.0;-388.1538391113281;487040.15625;5.0;-457.0769348144531;-2454.0;5.538461538461538;23.0;-88.0;-1168.0;0.0;0.0;0.0;0.040133779264214;0.9230769230769232;12.0;-28.0;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;206587.8125;0
115976.0;0.0;-16826.0;-1398.0;-366.0;2.0;1.0;0.4508245683204208;0.4936114302749768;0.656158373001177;-851.0;1.0;0.0;0.2225321599717419;0.2958123152580852;0.3238872729840126;-8305.50592580676;-11040.520784117803;0.1460163400274957;-3744.326123684529;-4977.338016532543;-5449.727255228997;1.0;0.0;0.0;0.0;-656.0;-764.0;1.0;1.0;0.0;-486.3333435058594;-581.0;-486.3333435058594;7810.33251953125;1.0;-482.3333435058594;-575.0;14.0;14.0;-18.5;-623.0;0.1428571428571428;0.1428571428571428;0.4285714285714285;0.0;0.0;0.0;-24.5;13.0;-13.0;157114.78125;201936.734375;51.61499786376953;2340000.0;28665000.0;1.0;20737.294921875;121294.53125;12.0;5.0;14.000000953674316;9.0;10.153846153846152;132.0;33.0;85.64102564102564;1.0;11.0;322151.125;1
116751.0;1.0;-17808.0;-495.0;-1353.0;2.0;1.0;0.5059979305057544;0.3107565461278797;0.5352762504724826;0.0;1.0;0.0;0.1572421692318231;0.270848674987956;0.1663405988211105;-5533.952573445281;-9532.19946841397;0.0841679987625698;-2800.1685496803057;-4823.273204185521;-2962.193383806336;1.0;0.0;0.375;2.0;-1050.571428571429;-1827.0;1.0;1.0;0.0;-928.4000244140624;-1452.0;-515.2000122070312;334119.1875;2.0;-481.6904754638672;-1054.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-95.5;92.0;-368.0;76834.703125;185246.59375;0.0;16560000.0;1523520000.0;1.0;3242.934814453125;108000.0;4.0;5.0;19.20879173278809;5.0;0.2065217391304347;19.0;5.0;0.7590778786430965;1.0;1.0;118342.484375;1
117865.0;0.0;-18397.0;-4416.0;-1937.0;2.0;0.0;0.5059979305057544;0.3806662929347036;0.4031416766587513;-526.0;1.0;0.0;0.1926163564382572;0.2039888540899481;0.1534624475811677;-7003.117791119742;-7416.597425491047;0.0776516808864187;-3543.563109394619;-3752.782948692776;-2823.2486481507435;1.0;0.0;0.4545454545454545;5.0;-1527.0;-2891.0;2.0;0.9090909090909092;0.0909090909090909;-1415.3333740234375;-2414.0;-772.0;816562.625;5.0;-566.1818237304688;-2414.0;30.181818181818183;85.0;-81.5;-12239.0;0.005050505050505;0.0555555555555555;0.0555555555555555;0.4733034288963754;18.63636363636364;76.0;-10.5;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;365310.0;0
119724.0;0.0;-14298.0;-878.0;-3858.0;2.0;0.0;0.5019121446724122;0.0936548666653569;0.7136313997323308;-536.0;1.0;0.0;0.047006514987018;0.3581802663452296;0.0668350535901434;-1339.077283581273;-10203.501753372866;0.0335453250867245;-672.0991512843846;-5121.2614482040935;-955.6075962318712;1.0;0.0;0.6;3.0;-1114.4;-1767.0;2.0;0.8;0.2;-648.5;-902.0;-259.3999938964844;158296.796875;2.0;-335.20001220703125;-898.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-11.5;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;21430.98046875;1
121577.0;0.0;-23332.0;-1648.0;-4789.0;3.0;0.0;0.5059979305057544;0.2536737355186117;0.5352762504724826;0.0;0.0;0.0;0.1283583851960816;0.270848674987956;0.1357855259917507;-5918.715597120248;-12489.065476023963;0.0687071951444611;-2994.857843394976;-6319.44128481899;-3168.147892439528;1.0;0.0;0.375;2.0;-1050.571428571429;-1827.0;1.0;1.0;0.0;-928.4000244140624;-1452.0;-515.2000122070312;334119.1875;2.0;-481.6904754638672;-1054.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-35.0;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;79583.1796875;1
122218.0;1.0;-10284.0;-350.0;-1012.0;1.0;0.0;0.5059979305057544;0.4491773370224733;0.2594676548211199;-7.0;0.0;1.0;0.2272828029634572;0.131290096372668;0.1165469902360169;-4619.339733939116;-2668.365362180397;0.0589725358660989;-2337.3763456761944;-1350.1873510965186;-1198.569247587198;1.0;0.0;0.4;2.0;-1098.4;-1257.0;2.0;0.8;0.2;-513.6666870117188;-850.0;-308.20001220703125;171031.203125;3.0;-315.6000061035156;-819.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-45.5;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;150829.5625;0
123285.0;0.0;-19007.0;-1603.0;-2452.0;1.0;0.0;0.890455261425657;0.7078684787033306;0.7136313997323308;-186.0;0.0;0.0;0.6303252112587564;0.6354568346102102;0.5051571732834534;-13454.456174714203;-13563.992014712412;0.4498198627971634;-11980.591290395185;-12078.128055436266;-9601.5223925986;1.0;0.0;0.5;1.0;-677.5;-827.0;1.0;1.0;0.0;-465.0;-465.0;-232.5;108112.5;1.0;-492.0;-527.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-3.5;6.0;-6.0;0.0;0.0;0.0;270000.0;810000.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;52315.7421875;0
125906.0;0.0;-11874.0;-2481.0;-968.0;3.0;0.0;0.5059979305057544;0.1608062497173945;0.5352762504724826;-430.0;1.0;0.0;0.0813676295693931;0.270848674987956;0.0860757664012686;-1909.4134091443425;-6355.870198110259;0.0435541596657386;-966.1592335069744;-3216.0571668069897;-1022.063650248664;1.0;0.0;0.375;2.0;-1050.571428571429;-1827.0;1.0;1.0;0.0;-928.4000244140624;-1452.0;-515.2000122070312;334119.1875;2.0;-481.6904754638672;-1054.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-44.5;14.0;-14.0;0.0;0.0;0.0;12600000.0;176400000.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1111603.875;0
131568.0;0.0;-17050.0;-1954.0;-596.0;1.0;0.0;0.6824383652744019;0.6954831830524093;0.7850520263728172;-1835.0;1.0;0.0;0.4746244065181238;0.535749621533222;0.5459904821635109;-11857.98827104358;-13385.137049656534;0.3726048521030489;-8092.3461311340125;-9134.531047141436;-9309.13772088786;1.0;0.0;0.0;0.0;-1379.0;-1379.0;1.0;1.0;0.0;-1103.0;-1103.0;-1103.0;334119.1875;1.0;-1103.0;-1103.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-56.0;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;140946.296875;0
132239.0;0.0;-18579.0;-1648.0;-2089.0;2.0;0.0;0.5059979305057544;0.6872996055322511;0.5352762504724826;-504.0;0.0;0.0;0.3477721780367404;0.270848674987956;0.3678951558005197;-12769.339371183694;-9944.897457528254;0.186154187478155;-6461.2592957446;-5032.097532601235;-6835.124099617856;1.0;0.0;0.375;2.0;-1050.571428571429;-1827.0;1.0;1.0;0.0;-928.4000244140624;-1452.0;-515.2000122070312;334119.1875;2.0;-481.6904754638672;-1054.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-12.0;22.0;-30.0;26793.60546875;97156.5859375;0.0;6210000.0;129285000.0;1.0;3473.671875;68997.375;4.0;2.0;3.142857313156128;3.0;0.2162162162162162;9.0;3.0;0.4938461538461538;1.0;1.0;571.3200073242188;1
136964.0;0.0;-12247.0;-1409.0;-4136.0;2.0;1.0;0.0930112721055979;0.1953537989258013;0.3376727217405312;0.0;1.0;0.0;0.0181701053487499;0.0314073694044463;0.0659656489856277;-2392.4979754442884;-4135.477823156286;0.0061355489274245;-222.5292802061408;-384.64605309625495;-807.8813031269835;1.0;0.0;0.4285714285714285;3.0;-771.8571428571429;-1458.0;1.0;1.0;0.0;-695.75;-1160.0;-397.5714416503906;280412.59375;2.0;-420.5714416503906;-1159.0;24.75;41.0;-38.0;-2687.0;0.0;0.0;0.0;0.3085143943684441;9.0;24.0;-91.0;85.0;-85.0;522.6173095703125;21572.0546875;0.0;2295000.0;195075000.0;1.0;246.75881958007807;20974.5;5.0;1.0;0.0;2.0;0.0117647058823529;1.0;1.0;0.0117647058823529;2.0;1.0;21416.220703125;1
