SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
2509091,111657,3.0,10,-808.0,-808.0,18588.735,18588.735
2166568,123004,0.0,60,-383.0,-374.0,22582.35,22582.35
1391025,174165,1.0,6,-1510.0,-1497.0,19355.535,3398.085
1311777,193039,1.0,7,-1399.0,-1401.0,12768.84,12768.84
1485033,139875,1.0,11,-632.0,-647.0,16099.065,63604.035
1485033,139875,2.0,11,-632.0,-647.0,47504.97,63604.035
1405658,140839,1.0,5,-1023.0,-1028.0,13794.75,13794.75
2804905,168666,0.0,22,-533.0,-552.0,2250.0,2250.0
1648579,108504,1.0,6,-974.0,-982.0,5398.155,5398.155
1515330,192228,1.0,12,-33.0,-36.0,13682.16,13682.16
1845596,182079,1.0,1,-290.0,-299.0,6741.495,6741.495
1434109,101355,1.0,1,-889.0,-904.0,12244.32,12244.32
1305711,119376,1.0,2,-500.0,-519.0,11080.395,11080.395
2601765,119376,2.0,12,-1255.0,-1265.0,81637.38,81637.38
2603637,138047,0.0,7,-249.0,-249.0,1883.655,1883.655
1283610,101170,1.0,24,-194.0,-199.0,57622.05,57622.05
1448691,113529,1.0,4,-810.0,-813.0,16293.15,16293.15
1920289,191885,1.0,10,-694.0,-716.0,34758.675,34758.675
1054678,168658,0.0,27,-372.0,-372.0,0.225,0.225
1294169,141945,1.0,1,-1017.0,-1028.0,25157.115,25157.115
2180419,193983,1.0,3,-1186.0,-1199.0,12214.8,12214.8
1259878,187997,0.0,15,-224.0,-224.0,10597.095,10597.095
2804905,168666,0.0,14,-656.0,-657.0,6871.5,6871.5
1985344,115976,0.0,1,-361.0,-377.0,2250.0,2250.0
1164183,191885,1.0,4,-332.0,-353.0,13652.1,13652.1
1748530,121577,1.0,15,-983.0,-1005.0,12017.61,63.81
2172836,132239,1.0,1,-473.0,-475.0,12731.49,12731.49
1377267,140839,1.0,1,-2416.0,-2418.0,16118.37,16118.37
1054678,168658,0.0,29,-311.0,-311.0,0.225,0.225
1132042,118326,3.0,3,-337.0,-338.0,11328.255,11328.255
1749774,174038,1.0,8,-1850.0,-1858.0,5235.795,5235.795
2142009,155381,1.0,6,-2381.0,-2380.0,5026.59,5026.59
2166568,123004,0.0,26,-899.0,-894.0,21631.05,21631.05
1945217,190969,1.0,6,-1457.0,-1448.0,6065.1,5991.435
1388107,151195,2.0,12,-1411.0,-1500.0,11460.735,11460.735
1037424,193983,2.0,14,-728.0,-738.0,15320.88,15320.88
2546764,122699,1.0,6,-583.0,-585.0,66777.795,66777.795
1638765,162976,1.0,5,-223.0,-272.0,14638.545,395.82
1714919,162438,1.0,12,-345.0,-345.0,31446.36,31446.36
2826836,136964,0.0,33,-1805.0,-1805.0,232.515,232.515
1211194,189957,0.0,72,-1587.0,-1587.0,1125.0,1125.0
1368668,186771,1.0,6,-987.0,-995.0,12623.58,12623.58
2471653,178591,1.0,7,-2188.0,-2192.0,4519.08,4519.08
2826836,136964,0.0,86,-193.0,-193.0,232.515,232.515
2206309,193983,0.0,20,-204.0,-206.0,18891.945,18891.945
1646501,174165,1.0,4,-14.0,-21.0,9476.955,9476.955
1211194,189957,0.0,60,-1787.0,-1787.0,450.0,450.0
2059981,153817,1.0,4,-1578.0,-1599.0,6634.35,6634.35
1857039,117865,1.0,4,-406.0,-406.0,22831.875,22831.875
1308264,118326,2.0,9,-51.0,-55.0,9501.84,9501.84
1077202,137975,1.0,10,-2081.0,-2098.0,3948.885,3948.885
2610198,141945,0.0,13,-241.0,-241.0,861.795,861.795
1207017,144623,0.0,7,-253.0,-268.0,9262.17,8794.125
1652719,141945,1.0,7,-710.0,-712.0,49343.13,49343.13
1168916,165323,0.0,7,-457.0,-457.0,1977.885,1977.885
2357078,141945,1.0,10,-1420.0,-1435.0,10659.465,10659.465
1064658,112015,1.0,6,-470.0,-496.0,7195.05,7195.05
1332006,101170,1.0,13,-601.0,-613.0,83783.115,6395.94
1577262,119376,1.0,10,-969.0,-981.0,25546.77,25546.77
1822764,107220,1.0,18,-761.0,-797.0,6403.905,6403.905
1997781,106954,1.0,19,-9.0,-13.0,34074.45,34074.45
1259878,187997,0.0,17,-192.0,-204.0,4215.06,4215.06
1515330,192228,1.0,3,-303.0,-311.0,13682.16,13682.16
2166568,123004,0.0,8,-1169.0,-1169.0,321.66,321.66
1593214,153817,0.0,46,-2115.0,-2116.0,10800.0,10800.0
1378381,119376,0.0,17,-2795.0,-2807.0,5400.0,5400.0
1997781,106954,1.0,15,-129.0,-135.0,34074.45,34074.45
1666294,188739,0.0,7,-254.0,-254.0,392.04,392.04
1248732,167859,1.0,4,-1364.0,-1395.0,3131.82,111.645
1163732,116751,1.0,15,-451.0,-452.0,16312.41,16312.41
2213573,186771,1.0,2,-783.0,-794.0,13477.5,13477.5
2804905,168666,0.0,16,-625.0,-626.0,6784.29,6784.29
1872936,158825,1.0,3,-352.0,-359.0,14904.135,14904.135
2104804,137695,1.0,12,-2621.0,-2625.0,2492.64,2492.64
2690977,123004,1.0,10,-728.0,-756.0,10479.105,10479.105
1901902,137975,0.0,15,-30.0,-35.0,10844.55,10844.55
1666294,188739,0.0,18,-129.0,-129.0,60.48,60.48
1211194,189957,0.0,21,-2431.0,-2431.0,3375.0,3375.0
2812930,174038,1.0,2,-795.0,-811.0,6016.365,6016.365
1164183,191885,1.0,1,-422.0,-445.0,13652.1,13652.1
1164183,191885,1.0,13,-62.0,-202.0,13652.1,13652.1
2082583,122699,1.0,6,-1564.0,-1575.0,29799.9,29799.9
2059981,153817,1.0,11,-1368.0,-1380.0,6634.35,6634.35
2560447,190969,1.0,6,-1643.0,-1644.0,12087.81,12087.81
1998369,186931,0.0,19,-314.0,-314.0,74.43,74.43
1059731,140839,1.0,8,-2511.0,-2515.0,13064.715,13064.715
2014348,116751,0.0,55,-1315.0,-1315.0,39.78,39.78
1413194,121577,1.0,7,-840.0,-854.0,15488.325,15488.325
2473173,104354,1.0,8,-2037.0,-2034.0,5548.14,5548.14
2085958,106381,1.0,8,-2358.0,-2332.0,15737.985,226.98
2166568,123004,0.0,28,-869.0,-871.0,21219.075,21219.075
2508268,192572,0.0,3,-246.0,-246.0,292.5,292.5
2105962,178591,1.0,1,-667.0,-657.0,18072.81,18072.81
1629758,138085,2.0,11,-288.0,-289.0,30628.17,30628.17
1058958,153817,1.0,8,-1931.0,-1934.0,5871.6,5871.6
1985344,115976,0.0,6,-327.0,-327.0,969.66,969.66
1161804,111277,1.0,1,-792.0,-806.0,2043.18,2043.18
1211194,189957,0.0,100,-1116.0,-1128.0,3375.0,1615.5
2137918,169902,0.0,15,-18.0,-16.0,6814.215,6814.215
2349976,118326,1.0,3,-897.0,-919.0,5554.35,5554.35
2716805,193039,1.0,12,-979.0,-981.0,19695.735,19695.735
1822764,107220,1.0,1,-1271.0,-1283.0,6403.905,6403.905
2390614,103676,1.0,1,-338.0,-344.0,6743.34,6743.34
1366874,187997,1.0,5,-1807.0,-1831.0,8310.465,8310.465
1054678,168658,0.0,21,-555.0,-555.0,0.225,0.225
2261339,193039,1.0,14,-873.0,-876.0,6970.86,6970.86
1139362,192008,0.0,13,-340.0,-340.0,1314.585,1314.585
2773838,168658,1.0,8,-1102.0,-1117.0,12046.185,12046.185
1485033,139875,1.0,10,-662.0,-702.0,16099.065,16099.065
2527699,137544,1.0,11,-386.0,-394.0,22051.845,22051.845
1679146,115926,1.0,11,-707.0,-727.0,17215.65,17215.65
1822764,107220,1.0,12,-941.0,-951.0,6403.905,6403.905
2603637,138047,0.0,9,-221.0,-221.0,2864.025,2864.025
2349976,118326,1.0,2,-927.0,-951.0,5554.35,5554.35
1920289,191885,1.0,4,-874.0,-896.0,34758.675,34758.675
1920289,191885,1.0,20,-394.0,-445.0,34758.675,34758.675
1290037,137975,1.0,27,-253.0,-258.0,13131.0,13131.0
2261339,193039,1.0,6,-1113.0,-1133.0,6970.86,30.195
1259878,187997,0.0,25,-128.0,-128.0,84.06,84.06
1161804,111277,2.0,3,-732.0,-744.0,15663.015,15663.015
1239520,165323,1.0,14,-461.0,-456.0,9508.77,7015.455
1998369,186931,0.0,33,-103.0,-103.0,329.4,329.4
2051951,158926,1.0,2,-1178.0,-1182.0,8184.015,8184.015
1139362,192008,0.0,12,-340.0,-340.0,2285.415,2285.415
1629758,138085,1.0,8,-378.0,-423.0,15788.7,15788.7
1283610,101170,1.0,13,-524.0,-526.0,60523.245,60523.245
1714919,162438,1.0,6,-525.0,-526.0,31446.36,31446.36
1211194,189957,0.0,98,-1147.0,-1159.0,3375.0,3375.0
1388107,151195,2.0,5,-1621.0,-1683.0,11460.735,11460.735
2687373,186771,1.0,18,-904.0,-909.0,18508.905,18508.905
1373027,139875,1.0,2,-239.0,-244.0,17480.34,17480.34
1308264,118326,2.0,6,-141.0,-147.0,9501.84,9501.84
2105962,178591,1.0,7,-487.0,-473.0,18072.81,17159.67
2010411,169902,1.0,4,-1245.0,-1253.0,4645.665,4645.665
1320056,145628,1.0,4,-1939.0,-1988.0,8531.37,8531.37
1782797,176537,1.0,1,-409.0,-419.0,10541.97,10541.97
2674985,159815,1.0,7,-74.0,-102.0,5349.555,300.78
1059006,180432,1.0,2,-309.0,-308.0,71031.78,71031.78
1378381,119376,0.0,78,-1150.0,-1150.0,2.025,2.025
1719479,167493,1.0,7,-1088.0,-1098.0,3767.04,3767.04
1290037,137975,1.0,15,-613.0,-614.0,13131.0,13131.0
1705793,167859,1.0,1,-241.0,-252.0,5467.005,5467.005
2502701,166085,1.0,5,-171.0,-168.0,80997.435,80987.175
2795126,145628,1.0,5,-2584.0,-2584.0,3821.22,3821.22
1034602,169442,1.0,10,-793.0,-840.0,13449.555,13449.555
1058958,153817,1.0,10,-1871.0,-1860.0,5899.86,25.965
1462537,158926,1.0,9,-267.0,-274.0,14108.13,14108.13
1280154,167493,1.0,1,-1086.0,-1098.0,5958.18,3102.84
1163732,116751,1.0,4,-781.0,-784.0,16312.41,16312.41
2387159,153402,1.0,1,-947.0,-966.0,2982.825,2982.825
1211194,189957,0.0,18,-2455.0,-2480.0,3375.0,3375.0
1652719,141945,1.0,3,-830.0,-834.0,49343.13,49343.13
2105681,139884,2.0,13,-2193.0,-2203.0,30739.725,30739.725
1822764,107220,1.0,15,-851.0,-862.0,6403.905,6403.905
2252679,122699,1.0,1,-1033.0,-1035.0,34794.225,34794.225
1132042,118326,4.0,13,-51.0,-55.0,11328.255,11328.255
2769205,111056,1.0,3,-496.0,-502.0,5128.965,5128.965
2769205,111056,1.0,10,-286.0,-287.0,5128.965,5128.965
1606992,192008,1.0,10,-507.0,-546.0,6747.075,6747.075
1648579,108504,1.0,1,-1124.0,-1134.0,5398.155,5398.155
1901902,137975,0.0,2,-214.0,-228.0,2250.0,2250.0
1163732,116751,1.0,21,-271.0,-299.0,16312.41,10729.08
1998369,186931,0.0,32,-102.0,-103.0,10020.6,10020.6
1445890,192008,3.0,11,-170.0,-200.0,1712.34,1712.34
1259878,187997,0.0,27,-102.0,-102.0,6571.62,6571.62
1290037,137975,1.0,11,-733.0,-740.0,13131.0,13131.0
1211194,189957,0.0,122,-568.0,-568.0,1.35,1.35
1503699,189957,1.0,1,-1537.0,-1549.0,8094.735,8094.735
2559765,112015,2.0,8,-89.0,-90.0,7743.06,7743.06
2627094,121862,1.0,3,-868.0,-882.0,15900.84,15900.84
2206309,193983,0.0,13,-296.0,-315.0,21347.55,21347.55
1576801,166641,1.0,9,-791.0,-797.0,5732.955,5732.955
2508268,192572,0.0,17,-97.0,-115.0,4613.31,4613.31
2716805,193039,1.0,11,-1009.0,-1010.0,19695.735,19695.735
1417708,165323,1.0,7,-1359.0,-1360.0,10348.965,10348.965
1378381,119376,0.0,51,-1791.0,-1805.0,5400.0,5400.0
2247057,151092,1.0,6,-172.0,-216.0,2740.005,2740.005
1059006,180432,1.0,5,-219.0,-212.0,71031.78,67155.435
2178977,167493,1.0,8,-1928.0,-1931.0,4795.2,4792.5
2687373,186771,1.0,6,-1264.0,-1271.0,18854.73,18854.73
1623220,193039,1.0,12,-354.0,-355.0,22469.535,22469.535
1669093,174165,1.0,1,-391.0,-415.0,20953.125,20953.125
1163732,116751,1.0,3,-811.0,-851.0,16312.41,1502.46
1719479,167493,1.0,9,-1028.0,-1019.0,3767.04,2395.44
2253096,113529,0.0,2,-309.0,-309.0,1709.415,1709.415
2013954,125906,1.0,5,-129.0,-166.0,16980.21,16980.21
1437313,153817,1.0,9,-440.0,-444.0,20718.585,20718.585
1413194,121577,1.0,23,-360.0,-359.0,15488.325,15488.325
1986375,166626,2.0,6,-455.0,-465.0,85595.4,85595.4
2687373,186771,1.0,3,-1354.0,-1362.0,18854.73,18854.73
1485033,139875,1.0,4,-842.0,-890.0,16099.065,16099.065
1161804,111277,1.0,2,-762.0,-806.0,2043.18,2043.18
2502701,166085,1.0,6,-141.0,-139.0,80997.435,80984.61
2841465,196295,4.0,3,-84.0,-95.0,14810.805,30339.0
2841465,196295,3.0,3,-84.0,-95.0,15528.195,30339.0
1164183,191885,1.0,6,-272.0,-321.0,13652.1,13652.1
1437313,153817,1.0,14,-290.0,-299.0,20718.585,20718.585
2172836,132239,1.0,2,-443.0,-445.0,12731.49,12731.49
2206309,193983,0.0,14,-315.0,-315.0,252.45,252.45
1593214,153817,0.0,58,-1808.0,-1808.0,58950.0,58950.0
1557088,107692,0.0,15,-711.0,-714.0,7699.95,7699.95
2769205,111056,1.0,7,-376.0,-385.0,5128.965,5128.965
1670515,165323,1.0,8,-1585.0,-1591.0,5720.175,5720.175
2841465,196295,5.0,4,-54.0,-74.0,13486.365,45000.0
2841465,196295,6.0,4,-54.0,-74.0,31513.635,45000.0
2142009,155381,1.0,2,-2501.0,-2518.0,5026.59,5026.59
1652719,141945,1.0,13,-530.0,-544.0,49343.13,1292.22
1614226,141945,1.0,15,-65.0,-69.0,11084.265,11084.265
2508162,141945,1.0,3,-662.0,-664.0,36517.005,36517.005
1719142,117925,0.0,24,-832.0,-832.0,407.43,407.43
1782797,176537,1.0,3,-349.0,-358.0,10541.97,10541.97
2444755,149589,0.0,3,-273.0,-276.0,8224.11,8224.11
1377267,140839,1.0,11,-2116.0,-2121.0,16118.37,16118.37
1280154,167493,1.0,9,-846.0,-845.0,5958.18,3346.2
1871815,138047,1.0,4,-1313.0,-1334.0,4486.995,4486.995
1004410,107692,1.0,7,-1532.0,-1518.0,1570.005,1529.73
2253096,113529,0.0,15,-49.0,-49.0,15.075,15.075
1623220,193039,1.0,15,-264.0,-268.0,22469.535,22469.535
1623220,193039,1.0,1,-684.0,-694.0,22469.535,22469.535
2172971,137975,1.0,1,-2079.0,-2098.0,15267.15,15267.15
2509091,111657,4.0,21,-478.0,-483.0,70378.335,70378.335
1211194,189957,0.0,6,-2730.0,-2754.0,3375.0,1125.0
1857039,117865,1.0,10,-226.0,-322.0,22831.875,22831.875
1237956,162336,0.0,8,-92.0,-92.0,1170.945,1170.945
2082583,122699,1.0,9,-1474.0,-1484.0,29799.9,29799.9
1577262,119376,1.0,28,-429.0,-440.0,25546.77,25546.77
2826836,136964,0.0,10,-2445.0,-2445.0,232.515,232.515
1593214,153817,0.0,52,-1931.0,-1934.0,10800.0,10800.0
1211194,189957,0.0,56,-1846.0,-1852.0,3375.0,3375.0
1388107,151195,2.0,11,-1441.0,-1530.0,11460.735,11460.735
1211194,189957,0.0,136,-142.0,-142.0,1.35,1.35
2014348,116751,0.0,68,-921.0,-921.0,39.78,39.78
2716805,193039,1.0,17,-829.0,-828.0,19695.735,19695.735
1725956,109151,1.0,4,-1750.0,-1756.0,15736.275,15736.275
2610275,154031,1.0,5,-1302.0,-1363.0,13748.76,13748.76
2166568,123004,0.0,74,-169.0,-175.0,21491.73,21491.73
2055860,122699,1.0,2,-1124.0,-1124.0,50861.79,50861.79
2016168,142216,1.0,3,-716.0,-726.0,9998.505,9998.505
2698040,187329,1.0,1,-6.0,-21.0,15388.515,15388.515
1168916,165323,0.0,26,-103.0,-113.0,32218.875,32218.875
2804905,168666,0.0,30,-423.0,-423.0,84.105,84.105
2610198,141945,0.0,23,-98.0,-98.0,640.305,640.305
1335370,104354,2.0,3,-841.0,-859.0,34827.615,45004.41
1335370,104354,1.0,3,-841.0,-859.0,10176.795,45004.41
2166568,123004,0.0,53,-502.0,-502.0,409.365,409.365
2126929,187997,1.0,2,-1680.0,-1702.0,6278.805,6278.805
1623220,193039,1.0,6,-534.0,-536.0,22469.535,22469.535
1302054,138047,1.0,6,-2273.0,-2289.0,6059.88,6059.88
2178977,167493,1.0,6,-1988.0,-1962.0,4795.2,2.7
1891772,138047,1.0,13,-1460.0,-1527.0,2106.765,2106.765
2199996,158926,1.0,6,-1394.0,-1397.0,11295.63,11295.63
1044360,139884,1.0,5,-1100.0,-1116.0,23965.83,23965.83
2132714,181140,0.0,8,-52.0,-52.0,2722.59,2722.59
2064563,190186,1.0,11,-1011.0,-1018.0,6912.945,6912.945
2713643,196661,1.0,1,-138.0,-160.0,26504.055,45000.0
2713643,196661,2.0,1,-138.0,-160.0,18495.945,45000.0
2287491,169902,1.0,2,-225.0,-257.0,17025.75,17025.75
2166568,123004,0.0,18,-1022.0,-1022.0,54.765,54.765
2603777,139875,1.0,3,-557.0,-574.0,20658.555,20658.555
2349976,118326,1.0,7,-777.0,-797.0,5554.35,5554.35
1919149,186771,1.0,2,-2058.0,-2063.0,5424.93,5424.93
1577262,119376,1.0,19,-699.0,-700.0,25546.77,25546.77
1259878,187997,0.0,16,-218.0,-218.0,341.055,341.055
1648579,108504,2.0,101,-1017.0,-1014.0,1350.0,1350.0
2535424,140839,1.0,3,-1251.0,-1281.0,3215.655,3215.655
1986375,166626,1.0,2,-575.0,-580.0,13985.595,13985.595
1557088,107692,0.0,1,-923.0,-931.0,11343.735,11343.735
2478092,182767,1.0,6,-878.0,-888.0,10612.485,10612.485
1485033,139875,3.0,12,-602.0,-618.0,10689.255,10689.255
2535424,140839,1.0,2,-1281.0,-1304.0,3215.655,3215.655
2166568,123004,0.0,13,-1083.0,-1087.0,22445.19,22445.19
1891772,138047,1.0,15,-1400.0,-1421.0,2106.765,2106.765
2674985,159815,1.0,4,-164.0,-162.0,5349.555,5299.11
1396182,125906,1.0,14,-501.0,-506.0,40288.995,40288.995
1485033,139875,1.0,8,-722.0,-749.0,16099.065,16099.065
1515330,192228,1.0,6,-213.0,-224.0,13682.16,13682.16
1715610,174038,2.0,7,-2309.0,-2334.0,26957.925,26957.925
1290037,137975,1.0,8,-823.0,-833.0,13131.0,13131.0
1211194,189957,0.0,20,-2424.0,-2431.0,3375.0,3375.0
2152804,186771,1.0,2,-1693.0,-1694.0,14892.3,14892.3
2826836,136964,0.0,83,-282.0,-282.0,232.515,232.515
1417708,165323,1.0,5,-1419.0,-1417.0,10348.965,10333.98
2611299,122699,1.0,6,-405.0,-403.0,113361.795,113164.29
1577262,119376,1.0,2,-1209.0,-1224.0,25546.77,25546.77
2085958,106381,1.0,1,-2568.0,-2595.0,15737.985,15737.985
2804905,168666,0.0,37,-323.0,-323.0,38.295,38.295
2601765,119376,1.0,7,-1405.0,-1414.0,9364.77,9364.77
2579890,138047,1.0,6,-1767.0,-1786.0,4684.455,2106.765
2603637,138047,0.0,12,-158.0,-165.0,19050.165,19050.165
1998369,186931,0.0,10,-469.0,-469.0,90.09,90.09
1244047,154031,1.0,7,-939.0,-976.0,16826.4,16826.4
1920289,191885,1.0,15,-544.0,-594.0,34758.675,34758.675
2826836,136964,0.0,32,-1835.0,-1835.0,232.515,232.515
1248732,167859,1.0,6,-1304.0,-1319.0,3133.17,4.005
2085004,153817,1.0,21,-503.0,-514.0,40410.0,40410.0
2014348,116751,0.0,5,-2718.0,-2727.0,4500.0,4500.0
2527699,137544,1.0,9,-446.0,-450.0,22051.845,22051.845
2579890,138047,1.0,1,-1917.0,-1924.0,4684.455,4684.455
1059006,180432,1.0,4,-249.0,-272.0,71031.78,2908.125
2508162,141945,4.0,8,-512.0,-520.0,989890.875,989890.875
1176037,158585,1.0,7,-436.0,-462.0,3568.68,1443.78
1026186,107220,1.0,3,-2271.0,-2290.0,2003.985,2003.985
1748530,121577,1.0,16,-953.0,-945.0,12017.61,11951.235
1593513,152209,1.0,6,-203.0,-205.0,11386.17,11386.17
1593513,152209,2.0,8,-143.0,-166.0,50915.97,50915.97
1800704,153817,1.0,1,-1573.0,-1599.0,7320.33,7320.33
1054678,168658,0.0,31,-249.0,-249.0,0.225,0.225
1557088,107692,0.0,33,-435.0,-436.0,4959.765,4959.765
1378381,119376,0.0,75,-1211.0,-1202.0,1730.475,1730.475
1947704,162438,1.0,7,-1104.0,-1106.0,15317.235,15317.235
2166568,123004,0.0,59,-413.0,-413.0,473.31,473.31
2055860,122699,2.0,9,-914.0,-929.0,431572.905,431572.905
1748530,121577,1.0,18,-893.0,-884.0,12017.61,11793.105
2014348,116751,0.0,51,-1396.0,-1396.0,143280.0,143280.0
1211194,189957,0.0,77,-1481.0,-1495.0,3375.0,3375.0
1485033,139875,1.0,2,-902.0,-911.0,16099.065,16099.065
2466486,162235,0.0,7,-273.0,-273.0,37350.0,37350.0
1211194,189957,0.0,38,-2120.0,-2123.0,3375.0,3375.0
1437313,153817,1.0,22,-50.0,-54.0,20718.585,20718.585
1425707,123285,1.0,6,-6.0,-16.0,8719.29,8719.29
1629758,138085,1.0,6,-438.0,-476.0,15788.7,15788.7
1845596,182079,1.0,4,-200.0,-210.0,6741.495,6741.495
2527549,137544,2.0,7,-1471.0,-1493.0,38727.585,38727.585
1211194,189957,0.0,46,-1999.0,-2006.0,3375.0,3375.0
2166568,123004,0.0,29,-871.0,-871.0,1280.925,1280.925
1642197,186771,1.0,3,-396.0,-404.0,6060.06,6060.06
1593214,153817,0.0,21,-2815.0,-2829.0,10800.0,10800.0
2253096,113529,0.0,11,-91.0,-106.0,6478.92,6478.92
2166568,123004,0.0,64,-322.0,-314.0,22295.385,22295.385
1130506,167859,1.0,8,-1592.0,-1605.0,4137.39,108.27
2517481,133645,1.0,2,-1041.0,-1084.0,2426.715,2426.715
1685947,101170,1.0,3,-1124.0,-1131.0,49461.21,49461.21
1944848,172941,1.0,1,-460.0,-476.0,9020.97,9020.97
1997781,106954,1.0,10,-279.0,-282.0,34074.45,34074.45
2085004,153817,1.0,24,-413.0,-419.0,40410.0,40410.0
