SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2617883,212015,-41,6.0,3.0,Active,0,0
2252997,248232,-16,23.0,11.0,Active,0,0
1194917,249855,-11,12.0,0.0,Active,13,0
1254998,211287,-9,24.0,18.0,Active,0,0
2009372,365131,-17,60.0,52.0,Active,0,0
1309293,231134,-6,36.0,30.0,Active,0,0
2213573,186771,-25,12.0,9.0,Active,0,0
2605638,273521,-10,8.0,0.0,Completed,0,0
2241556,261573,-22,12.0,11.0,Active,0,0
1970147,340584,-9,12.0,12.0,Active,0,0
1266952,251750,-7,24.0,5.0,Active,0,0
2184725,115976,-15,12.0,12.0,Active,0,0
1846283,364286,-42,10.0,6.0,Active,0,0
1556190,205375,-4,12.0,8.0,Active,0,0
1116949,338641,-13,42.0,33.0,Active,0,0
1290037,137975,-8,36.0,9.0,Active,0,0
1059269,138047,-18,36.0,16.0,Active,0,0
2240470,268913,-41,12.0,7.0,Active,0,0
1059269,138047,-10,28.0,0.0,Completed,0,0
1163732,116751,-17,24.0,11.0,Active,0,0
1617210,206794,-3,22.0,0.0,Completed,0,0
1384981,442331,-13,30.0,16.0,Active,0,0
2193385,224914,-5,24.0,19.0,Active,0,0
2103818,353963,-95,12.0,9.0,Active,0,0
2009372,365131,-5,60.0,40.0,Active,0,0
1920730,455438,-23,18.0,17.0,Active,0,0
1952635,313082,-5,10.0,0.0,Active,0,0
1984901,304845,-17,12.0,11.0,Active,0,0
1084004,352136,-69,24.0,14.0,Active,0,0
1449781,349517,-16,24.0,10.0,Active,0,0
2148250,384863,-22,18.0,15.0,Active,0,0
2252997,248232,-9,19.0,0.0,Completed,0,0
1871815,138047,-40,8.0,1.0,Active,0,0
1092469,357915,-19,36.0,33.0,Active,0,0
1185239,154031,-73,8.0,2.0,Active,0,0
1186125,428355,-11,12.0,10.0,Active,0,0
1461379,268668,-18,60.0,57.0,Active,0,0
1573997,106381,-17,18.0,9.0,Active,0,0
2320154,389828,-45,12.0,3.0,Active,0,0
1091846,386100,-20,18.0,11.0,Active,0,0
2737148,273953,-13,18.0,10.0,Active,0,0
2750695,249855,-12,12.0,1.0,Active,0,0
2304523,258127,-95,8.0,4.0,Active,0,0
1515076,376289,-19,42.0,24.0,Active,0,0
1437313,153817,-18,36.0,31.0,Active,0,0
1437313,153817,-5,36.0,17.0,Active,0,0
1682157,439434,-12,12.0,10.0,Active,0,0
1575693,301840,-52,10.0,10.0,Active,0,0
2707633,224206,-44,24.0,16.0,Active,0,0
1989444,367025,-44,60.0,55.0,Active,0,0
1557381,212015,-60,16.0,15.0,Active,0,0
2399712,367315,-26,24.0,24.0,Active,0,0
1862007,258621,-36,18.0,15.0,Active,0,0
1058229,231707,-48,5.0,0.0,Completed,0,0
1344033,248232,-32,18.0,7.0,Active,0,0
2837338,432473,-20,12.0,7.0,Active,0,0
1171352,222994,-26,12.0,12.0,Active,0,0
1816858,122699,-60,8.0,4.0,Active,0,0
1532645,265313,-64,12.0,3.0,Active,0,0
1686452,256581,-14,6.0,4.0,Active,0,0
1586491,441561,-24,30.0,14.0,Active,0,0
2642971,374777,-12,22.0,0.0,Completed,0,0
2085811,315116,-5,24.0,16.0,Active,0,0
1194917,249855,-19,12.0,8.0,Active,0,0
1074591,418584,-11,24.0,19.0,Active,0,0
1017343,204604,-9,24.0,9.0,Active,0,0
1519348,158831,-66,16.0,13.0,Active,0,0
1329703,352136,-15,60.0,48.0,Active,0,0
1790968,419475,-5,24.0,23.0,Active,0,0
1328618,106954,-11,18.0,3.0,Active,0,0
2688071,301840,-3,24.0,22.0,Active,0,0
1413194,121577,-9,36.0,10.0,Active,0,0
2256382,378104,-3,30.0,6.0,Active,0,0
2256382,378104,-11,30.0,15.0,Active,0,0
1593513,152209,-12,12.0,11.0,Returned to the store,0,0
1787769,355691,-8,24.0,7.0,Active,0,0
1889597,418584,-17,12.0,8.0,Active,0,0
1424153,292925,-18,12.0,4.0,Active,0,0
1106362,283110,-41,18.0,1.0,Active,0,0
2062788,282179,-59,12.0,5.0,Active,0,0
2809304,249297,-11,36.0,36.0,Active,0,0
2300915,397090,-6,24.0,12.0,Active,0,0
2696953,200810,-12,30.0,19.0,Active,0,0
1031940,364083,-64,12.0,3.0,Active,0,0
1989444,367025,-7,60.0,17.0,Active,0,0
1970021,442331,-13,30.0,9.0,Active,0,0
1258173,433143,-10,24.0,20.0,Active,0,0
1687883,418380,-18,48.0,47.0,Active,0,0
1359644,421401,-20,48.0,45.0,Active,0,0
2177607,220411,-17,18.0,0.0,Active,0,0
2588835,320293,-18,30.0,19.0,Active,0,0
2110717,350963,-4,6.0,4.0,Active,0,0
2784972,441418,-10,24.0,21.0,Active,0,0
1420044,119376,-41,3.0,0.0,Completed,0,0
1111173,405576,-12,18.0,7.0,Active,0,0
2588835,320293,-10,30.0,11.0,Active,0,0
2425984,453040,-72,10.0,1.0,Active,0,0
2445614,418380,-21,24.0,22.0,Active,0,0
2357078,141945,-49,24.0,17.0,Active,0,0
1280154,167493,-26,24.0,14.0,Active,0,0
2085004,153817,-28,48.0,39.0,Active,0,0
2837338,432473,-25,12.0,12.0,Active,0,0
1183113,453950,-60,10.0,1.0,Active,0,0
1079360,424266,-60,12.0,9.0,Active,0,0
1248732,167859,-45,6.0,2.0,Active,0,0
2450647,345916,-55,8.0,3.0,Active,0,0
2610454,213058,-28,12.0,5.0,Active,0,0
2226376,428208,-12,12.0,2.0,Active,0,0
2050151,249772,-17,12.0,8.0,Active,0,0
1633864,374777,-6,18.0,0.0,Completed,0,0
1081115,278649,-19,36.0,23.0,Active,0,0
1382074,106954,-12,30.0,5.0,Active,0,0
2080695,389828,-69,12.0,1.0,Active,0,0
1081115,278649,-26,36.0,30.0,Active,0,0
1687883,418380,-5,48.0,34.0,Active,0,0
1111173,405576,-7,18.0,2.0,Active,0,0
1359644,421401,-7,48.0,32.0,Active,0,0
1687883,418380,-11,48.0,40.0,Active,0,0
1111173,405576,-13,18.0,8.0,Active,0,0
2586168,299353,-94,12.0,12.0,Active,0,0
1081115,278649,-7,36.0,11.0,Active,0,0
2392996,231679,-12,12.0,11.0,Active,0,0
2048764,203039,-17,6.0,4.0,Active,0,0
1652787,223674,-32,4.0,3.0,Active,0,0
2542859,290945,-65,6.0,2.0,Active,0,0
1510539,151195,-5,36.0,36.0,Active,0,0
1005991,418584,-6,12.0,10.0,Active,0,0
1283002,292830,-23,6.0,5.0,Active,0,0
2500656,309953,-39,12.0,6.0,Active,0,0
1891554,296190,-65,8.0,3.0,Active,0,0
2411330,288446,-67,9.0,3.0,Active,0,0
1132956,151092,-72,8.0,2.0,Active,0,0
2272681,225805,-19,18.0,18.0,Active,0,0
1244036,204604,-4,48.0,21.0,Active,0,0
1794399,346569,-39,12.0,6.0,Active,0,0
1331556,254970,-17,48.0,32.0,Active,0,0
2642845,281667,-65,12.0,2.0,Active,0,0
2184725,115976,-4,12.0,1.0,Active,0,0
2299402,367025,-49,10.0,2.0,Active,0,0
2227719,213408,-41,24.0,19.0,Active,0,0
1775155,339676,-20,12.0,10.0,Active,0,0
2104476,261855,-43,24.0,19.0,Active,0,0
2767714,405576,-91,10.0,7.0,Active,0,0
2652358,317781,-95,4.0,1.0,Active,0,0
1005132,118326,-22,18.0,17.0,Active,0,0
1866465,229857,-7,8.0,0.0,Completed,0,0
2527699,137544,-13,30.0,19.0,Active,0,0
2300915,397090,-12,24.0,19.0,Active,0,0
1633864,374777,-12,48.0,36.0,Active,0,0
1431804,348203,-41,6.0,3.0,Active,0,0
2162025,352244,-48,12.0,11.0,Active,0,0
1486463,200810,-43,12.0,9.0,Active,0,0
1016985,248232,-34,18.0,12.0,Active,0,0
1754962,225805,-43,18.0,15.0,Active,14,14
1033359,325859,-41,5.0,0.0,Completed,0,0
2764413,167493,-41,24.0,22.0,Active,0,0
1101185,296696,-47,12.0,8.0,Active,0,0
2601765,119376,-48,20.0,15.0,Active,0,0
2256942,246002,-16,24.0,2.0,Active,0,0
1668823,329607,-65,9.0,1.0,Active,0,0
2240939,212015,-12,36.0,32.0,Active,0,0
2741423,111277,-6,48.0,45.0,Active,0,0
2449618,266022,-73,12.0,4.0,Active,0,0
1370512,454280,-15,42.0,25.0,Active,0,0
1133911,210555,-26,24.0,5.0,Active,0,0
1874241,364083,-58,12.0,8.0,Active,0,0
1594368,211287,-17,18.0,10.0,Active,0,0
2807261,296190,-10,12.0,3.0,Active,0,0
1368025,263056,-81,10.0,6.0,Active,0,0
1359644,421401,-6,48.0,31.0,Active,0,0
2157726,402864,-16,18.0,11.0,Active,0,0
2009372,365131,-12,60.0,47.0,Active,0,0
2059981,153817,-49,12.0,5.0,Active,0,0
2080254,402864,-40,24.0,20.0,Active,0,0
1623220,193039,-23,24.0,23.0,Active,0,0
1309293,231134,-2,36.0,26.0,Active,0,0
1384981,442331,-3,30.0,6.0,Active,0,0
1132042,118326,-2,61.0,48.0,Active,0,0
1254998,211287,-5,24.0,14.0,Active,0,0
2077135,278649,-19,24.0,13.0,Active,0,0
2393216,246002,-78,12.0,4.0,Active,0,0
2717230,333281,-13,24.0,13.0,Active,0,0
1698624,364286,-13,48.0,32.0,Active,0,0
1169299,269561,-43,6.0,0.0,Completed,0,0
1698624,364286,-6,48.0,24.0,Active,0,0
2045760,292830,-7,24.0,15.0,Active,0,0
2391578,423044,-10,6.0,6.0,Active,0,0
1944848,172941,-13,6.0,3.0,Active,0,0
1413194,121577,-4,36.0,5.0,Active,0,0
1001015,245916,-16,60.0,45.0,Active,0,0
1984809,406135,-49,24.0,14.0,Active,0,0
1671781,317629,-71,12.0,4.0,Active,0,0
1790968,419475,-6,24.0,24.0,Active,0,0
2688071,301840,-4,24.0,23.0,Active,0,0
1329703,352136,-10,60.0,43.0,Active,0,0
2595399,201263,-49,18.0,7.0,Active,0,0
1092469,357915,-7,36.0,21.0,Active,0,0
1446488,296696,-96,6.0,4.0,Active,0,0
1894913,155381,-63,18.0,12.0,Active,0,0
2085811,315116,-13,24.0,24.0,Active,0,0
2199442,249855,-76,24.0,12.0,Active,0,0
2299402,367025,-50,10.0,3.0,Active,0,0
2717230,333281,-23,24.0,23.0,Active,0,0
1169299,269561,-45,6.0,2.0,Active,0,0
2462482,245916,-11,48.0,34.0,Active,0,0
2652825,125906,-81,12.0,5.0,Active,0,0
1449781,349517,-19,24.0,13.0,Active,0,0
1370512,454280,-4,42.0,14.0,Active,0,0
1074591,418584,-12,24.0,20.0,Active,0,0
2737148,273953,-7,19.0,4.0,Active,0,0
1997781,106954,-6,24.0,11.0,Active,0,0
1074591,418584,-6,24.0,14.0,Active,0,0
2527671,276853,-19,10.0,5.0,Active,0,0
2056251,299824,-19,10.0,5.0,Active,0,0
1081115,278649,-3,36.0,7.0,Active,0,0
1359644,421401,-14,48.0,39.0,Active,0,0
2500656,309953,-36,12.0,3.0,Active,0,0
2526358,225805,-45,12.0,4.0,Active,0,0
2597177,117925,-43,6.0,4.0,Active,0,0
2756172,439012,-37,60.0,56.0,Active,0,0
1398448,421401,-43,6.0,6.0,Active,0,0
1519822,361432,-46,6.0,1.0,Active,0,0
1244047,154031,-26,18.0,6.0,Active,0,0
1744742,201263,-26,10.0,10.0,Active,0,0
1743933,249855,-54,10.0,9.0,Active,0,0
2565901,404303,-48,6.0,2.0,Active,0,0
1103340,391417,-44,5.0,3.0,Active,0,0
2226376,428208,-11,12.0,1.0,Active,0,0
2085004,153817,-19,48.0,29.0,Active,0,0
2322336,227054,-49,10.0,6.0,Active,0,0
2199442,249855,-78,24.0,14.0,Active,0,0
1091846,386100,-14,18.0,5.0,Active,0,0
1461379,268668,-2,60.0,41.0,Active,0,0
1035709,212015,-72,10.0,1.0,Active,4,4
2750695,249855,-13,12.0,2.0,Active,0,0
1332006,101170,-22,18.0,7.0,Active,0,0
2252997,248232,-19,24.0,15.0,Active,0,0
2257784,454616,-9,60.0,52.0,Active,0,0
2709854,408910,-4,36.0,21.0,Active,0,0
1306180,328522,-17,36.0,16.0,Active,0,0
2329420,446472,-11,18.0,14.0,Active,0,0
1850539,209645,-18,24.0,3.0,Active,5,5
2272681,225805,-17,18.0,16.0,Active,0,0
2743491,381462,-17,12.0,9.0,Active,0,0
2045809,386299,-41,12.0,7.0,Active,0,0
1853919,301840,-9,36.0,28.0,Active,0,0
1347613,443454,-13,12.0,10.0,Active,0,0
2500656,309953,-38,12.0,5.0,Active,0,0
1646501,174165,-3,12.0,11.0,Active,0,0
1283610,101170,-12,24.0,6.0,Active,0,0
2538454,209645,-26,18.0,17.0,Active,0,0
1513207,123004,-19,12.0,9.0,Active,0,0
2738374,287250,-17,12.0,8.0,Active,0,0
1244805,162336,-66,6.0,1.0,Active,0,0
1959831,276853,-10,18.0,14.0,Active,0,0
1284570,420862,-20,12.0,3.0,Active,0,0
2259818,278649,-20,7.0,0.0,Completed,0,0
2509091,111657,-19,24.0,6.0,Active,0,0
1669349,333281,-23,8.0,0.0,Active,0,0
1074591,418584,-2,24.0,10.0,Active,0,0
1037424,193983,-13,25.0,0.0,Completed,0,0
2246043,326145,-22,6.0,3.0,Active,0,0
1059006,180432,-11,24.0,23.0,Active,0,0
1328618,106954,-12,18.0,4.0,Active,0,0
1111665,333281,-7,24.0,20.0,Active,0,0
1853919,301840,-10,36.0,29.0,Active,0,0
2113556,296696,-6,36.0,16.0,Active,0,0
1668823,329607,-66,9.0,2.0,Active,0,0
1444564,273521,-11,1.0,0.0,Completed,0,0
2327287,394507,-65,6.0,1.0,Active,3,3
1714919,162438,-19,24.0,20.0,Active,0,0
2652825,125906,-78,12.0,2.0,Active,60,60
1646501,174165,-4,12.0,12.0,Active,0,0
1084004,352136,-70,24.0,15.0,Active,0,0
2789595,246215,-27,1.0,0.0,Active,0,0
2193385,224914,-6,24.0,20.0,Active,0,0
1448977,377516,-21,2.0,0.0,Completed,0,0
1687883,418380,-12,48.0,41.0,Active,0,0
2029586,431750,-28,18.0,17.0,Active,0,0
1586491,441561,-18,30.0,8.0,Active,0,0
2397648,266022,-83,10.0,0.0,Completed,0,0
1304973,188164,-26,6.0,3.0,Active,0,0
2206401,347933,-26,18.0,13.0,Active,0,0
1937119,224772,-12,36.0,28.0,Active,0,0
1789723,391417,-9,18.0,15.0,Active,0,0
2480485,397090,-22,12.0,6.0,Active,0,0
2094407,401198,-1,18.0,10.0,Active,0,0
1283610,101170,-6,24.0,0.0,Completed,0,0
1715591,158831,-72,12.0,2.0,Active,0,0
2371504,210555,-13,24.0,2.0,Active,0,0
2802969,357915,-48,12.0,3.0,Active,0,0
2371504,210555,-19,24.0,8.0,Active,1,1
1513207,123004,-13,12.0,3.0,Active,0,0
1689931,439012,-14,12.0,8.0,Active,0,0
2715674,249855,-41,10.0,6.0,Active,0,0
1689931,439012,-18,12.0,12.0,Active,0,0
1606992,192008,-21,12.0,7.0,Active,0,0
1744742,201263,-21,10.0,5.0,Active,0,0
1575693,301840,-46,10.0,4.0,Active,0,0
2467620,231679,-59,11.0,4.0,Active,0,0
1082143,254970,-32,10.0,0.0,Completed,0,0
2687373,186771,-47,18.0,18.0,Active,0,0
1924212,254970,-47,24.0,15.0,Active,0,0
2741592,230179,-28,24.0,19.0,Active,0,0
1761046,140839,-23,18.0,14.0,Active,0,0
2371783,214023,-63,12.0,4.0,Active,0,0
1006679,151092,-84,10.0,0.0,Completed,0,0
2257784,454616,-11,60.0,54.0,Active,0,0
1290037,137975,-25,36.0,26.0,Active,0,0
1850539,209645,-29,24.0,14.0,Active,0,0
2007079,352914,-75,7.0,2.0,Active,0,0
1414923,299824,-72,8.0,0.0,Completed,0,0
1798473,409607,-49,24.0,14.0,Active,0,0
2113556,296696,-19,36.0,29.0,Active,0,0
1849081,329957,-10,60.0,51.0,Active,0,0
1243109,224206,-19,48.0,37.0,Active,0,0
1621228,376613,-69,12.0,4.0,Active,0,0
2313148,392270,-12,12.0,7.0,Active,0,0
2809304,249297,-5,36.0,30.0,Active,0,0
1865985,340584,-3,24.0,23.0,Active,0,0
1740772,386100,-17,24.0,23.0,Active,0,0
2564670,446647,-13,24.0,23.0,Active,0,0
2479478,296190,-12,48.0,31.0,Active,0,0
2672638,231707,-77,8.0,0.0,Completed,0,0
2562410,438258,-4,36.0,21.0,Active,0,0
2562410,438258,-13,36.0,30.0,Active,0,0
2177607,220411,-20,18.0,3.0,Active,0,0
2642971,374777,-13,36.0,15.0,Active,0,0
2397648,266022,-85,10.0,2.0,Active,0,0
1081415,386993,-67,16.0,10.0,Active,0,0
1871815,138047,-42,8.0,3.0,Active,0,0
1031354,386993,-76,12.0,5.0,Active,0,0
1970021,442331,-3,30.0,0.0,Completed,0,0
1635744,384863,-2,48.0,43.0,Active,0,0
1682794,266022,-20,36.0,34.0,Active,0,0
1989444,367025,-3,60.0,13.0,Active,0,0
2198766,372968,-75,10.0,1.0,Active,0,0
1031940,364083,-65,12.0,4.0,Active,0,0
1997781,106954,-13,24.0,18.0,Active,0,0
2014607,301840,-20,12.0,10.0,Active,0,0
2696953,200810,-14,30.0,22.0,Active,0,0
1970021,442331,-15,30.0,11.0,Active,0,0
1633864,374777,-13,48.0,37.0,Active,0,0
1866465,229857,-8,12.0,5.0,Active,0,0
1866465,229857,-9,12.0,6.0,Active,0,0
1989444,367025,-5,60.0,15.0,Active,0,0
1130979,202645,-15,24.0,20.0,Active,0,0
2597413,111146,-25,6.0,0.0,Active,0,0
1849081,329957,-9,60.0,50.0,Active,0,0
1831013,186931,-25,6.0,1.0,Active,0,0
2307011,347689,-41,24.0,21.0,Active,0,0
2564670,446647,-4,24.0,14.0,Active,0,0
2387798,384863,-11,36.0,35.0,Active,0,0
2256942,246002,-22,24.0,8.0,Active,0,0
2465166,365131,-25,48.0,34.0,Active,0,0
1614226,141945,-17,24.0,24.0,Active,0,0
2077135,278649,-18,24.0,12.0,Active,0,0
2077135,278649,-26,24.0,20.0,Active,0,0
1847093,433143,-9,24.0,12.0,Active,0,0
1309375,151195,-16,12.0,8.0,Active,0,0
2045946,272348,-20,24.0,18.0,Active,0,0
1464599,394761,-22,10.0,5.0,Active,0,0
2387798,384863,-12,36.0,36.0,Active,0,0
1449433,320293,-11,12.0,3.0,Active,0,0
1244036,204604,-10,48.0,27.0,Active,0,0
1889597,418584,-18,12.0,10.0,Active,0,0
2479478,296190,-11,48.0,30.0,Active,0,0
2013954,125906,-3,36.0,30.0,Active,0,0
1388107,151195,-54,18.0,14.0,Active,0,0
1684860,299824,-51,6.0,2.0,Active,0,0
1568823,292925,-5,16.0,14.0,Active,0,0
2354746,446944,-80,6.0,6.0,Active,0,0
1265634,446647,-49,10.0,7.0,Active,0,0
1374096,186771,-2,6.0,2.0,Active,0,0
1473843,379467,-2,6.0,2.0,Active,0,0
2554171,325859,-80,18.0,12.0,Active,0,0
1374096,186771,-4,6.0,4.0,Active,0,0
2601765,119376,-45,20.0,12.0,Active,0,0
1439535,352244,-18,24.0,23.0,Active,0,0
2507822,386100,-1,36.0,17.0,Active,0,0
1329703,352136,-4,60.0,37.0,Active,0,0
1001015,245916,-4,60.0,33.0,Active,0,0
1328618,106954,-19,18.0,11.0,Active,0,0
1686193,393279,-48,24.0,16.0,Active,0,0
1413194,121577,-10,36.0,11.0,Active,1,1
2507822,386100,-13,36.0,29.0,Active,0,0
1853919,301840,-17,36.0,36.0,Active,0,0
1030224,209645,-85,6.0,0.0,Completed,0,0
1373676,269561,-72,5.0,2.0,Active,0,0
2508162,141945,-20,60.0,56.0,Active,0,0
2354654,424266,-4,24.0,3.0,Active,0,0
2641127,153402,-8,6.0,0.0,Completed,0,0
1617210,206794,-11,48.0,34.0,Active,0,0
1670099,418584,-28,12.0,6.0,Active,0,0
2198766,372968,-76,10.0,2.0,Active,0,0
2300915,397090,-13,24.0,20.0,Active,0,0
1001015,245916,-26,60.0,55.0,Active,0,0
1510547,340584,-17,12.0,7.0,Active,0,0
1001015,245916,-11,60.0,40.0,Active,0,0
1001015,245916,-2,60.0,30.0,Active,2,2
1652719,141945,-20,36.0,26.0,Active,0,0
2256382,378104,-20,30.0,24.0,Active,0,0
2448345,418584,-29,12.0,11.0,Active,0,0
2807261,296190,-13,12.0,6.0,Active,0,0
1111173,405576,-15,18.0,10.0,Active,0,0
1687883,418380,-6,48.0,35.0,Active,0,0
2673991,106954,-95,10.0,1.0,Active,0,0
1111173,405576,-8,18.0,3.0,Active,0,0
1815528,374512,-24,6.0,3.0,Active,0,0
1311858,290945,-20,23.0,7.0,Active,0,0
1794399,346569,-41,12.0,8.0,Active,0,0
2809304,249297,-3,36.0,27.0,Active,0,0
1034217,409628,-30,24.0,22.0,Active,0,0
1424153,292925,-14,12.0,0.0,Completed,0,0
1648579,108504,-27,24.0,13.0,Active,0,0
2769205,111056,-19,24.0,23.0,Active,0,0
